name,id,semsId,city,county,lng,lat,dateProposed,dateListed,dateCompleted,dateNOID,dateDeleted,stateName,stateCode,npl
Diamond Shamrock Corp. Landfill,GAD990741092,401838,Cedartown,Polk,-85.2717,34.0207,1987-01-22,1990-08-30,1995-09-29,,,Georgia,GA,cleaning
Cedartown Municipal Landfill,GAD980495402,401660,Cedartown,Polk,-85.282639,34.015969,1988-06-24,1989-03-31,1996-08-16,1998-11-23,1999-03-10,Georgia,GA,completed
"Cedartown Industries, Inc.",GAD095840674,401627,Cedartown,Polk,-85.2636,34.0082,1988-06-24,1990-02-21,1997-05-08,2006-05-26,2006-09-19,Georgia,GA,completed
T.H. Agriculture & Nutrition Co. (Albany Plant),GAD042101261,401428,Albany,Dougherty,-84.181661,31.617361,1988-06-24,1989-03-31,,,,Georgia,GA,listed
Marzone Inc./Chevron Chemical Co.,GAD991275686,401854,Tifton,Tift,-83.5017,31.4289,1988-06-24,1989-10-04,,,,Georgia,GA,listed
Firestone Tire & Rubber Co. (Albany Plant),GAD990855074,401840,Albany,Dougherty,-84.053889,31.565831,1988-06-24,1989-10-04,1998-09-28,,,Georgia,GA,cleaning
Marine Corps Logistics Base,GA7170023694,401879,Albany,Dougherty,-84.055,31.557219,1989-07-14,1989-11-21,2011-09-28,,,Georgia,GA,cleaning
LCP Chemicals Georgia,GAD099303182,401634,Brunswick,Glynn,-81.508333,31.189444,1995-10-02,1996-06-17,,,,Georgia,GA,listed
Brunswick Wood Preserving,GAD981024466,405622,Brunswick,Glynn,-81.528056,31.242222,1996-12-23,1997-04-01,2012-09-27,,,Georgia,GA,cleaning
Terry Creek Dredge Spoil Areas/Hercules Outfall,GAD982112658,404439,Brunswick,Glynn,-81.466667,31.166111,1997-04-01,,,,,Georgia,GA,proposed
Camilla Wood Preserving Company,GAD008212409,401395,Camilla,Mitchell,-84.20333,31.2225,1998-03-06,1998-07-28,2014-12-15,,,Georgia,GA,cleaning
Peach Orchard Road PCE Ground Water Plume,GAN000407449,407449,Augusta,Richmond,-82.015139,33.421178,2005-04-27,2005-09-14,2013-09-18,,,Georgia,GA,cleaning
Alternate Energy Resources,GAD033582461,401411,Augusta,Richmond,-82.036944,33.454194,2005-09-14,2006-04-19,2015-09-23,,,Georgia,GA,cleaning
Armstrong World Industries,GAN000410033,410033,Macon,Bibb,-83.6516,32.773497,2010-10-21,2011-09-16,,,,Georgia,GA,listed
Macon Naval Ordnance Plant,GAD003302676,405304,Macon,Bibb,-83.639675,32.777658,2012-03-15,2013-05-24,,,,Georgia,GA,listed
Westside Lead,GAN000407160,407160,Atlanta,Fulton,-84.407278,33.766472,2021-09-09,2022-03-16,,,,Georgia,GA,listed
Ordot Landfill,GUD980637649,902814,Ordot,Guam,144.7474,13.439169,1982-12-30,1983-09-08,1992-09-09,,,Guam,GU,cleaning
Andersen Air Force Base,GU6571999519,902825,Yigo,Guam,144.897361,13.572916,1992-02-07,1992-10-14,,,,Guam,GU,listed
Schofield Barracks (USARMY),HI7210090026,902923,Oahu,Honolulu,-158.030139,21.490694,1989-07-14,1990-08-30,1998-09-23,2000-05-22,2000-08-10,Hawaii,HI,completed
Pearl Harbor Naval Complex,HI4170090076,904481,Pearl Harbor,Honolulu,-157.983333,21.388889,1991-07-29,1992-10-14,,,,Hawaii,HI,listed
Del Monte Corp. (Oahu Plantation),HID980637631,902876,Honolulu County,Honolulu,-158.066667,21.458333,1993-05-10,1994-12-16,2008-09-08,,,Hawaii,HI,cleaning
Naval Computer and Telecommunications Area Master Station Eastern Pacific,HI0170090054,902904,Oahu,Honolulu,-158.005138,21.519027,1994-01-18,1994-05-31,,,,Hawaii,HI,listed
Aidex Corp.,IAD042581256,700155,Council Bluffs,Mills,-95.813331,41.143331,1982-12-30,1983-09-08,1992-06-30,1993-08-12,1993-10-21,Iowa,IA,completed
Des Moines TCE,IAD980687933,700316,Des Moines,Polk,-93.636,41.5781,1982-12-30,1983-09-08,1998-09-21,,,Iowa,IA,cleaning
LaBounty Site,IAD980631063,700286,Charles City,Floyd,-92.6696,43.058,1982-12-30,1983-09-08,1988-12-30,1993-08-10,1993-10-06,Iowa,IA,completed
Midwest Manufacturing/North Farm,IAD069625655,700185,Kellogg,Jasper,-92.893061,41.746811,1985-09-18,1986-06-10,1997-02-18,,,Iowa,IA,cleaning
Vogel Paint & Wax Co.,IAD980630487,700237,Orange City,Sioux,-96.193339,42.934439,1984-10-15,1986-06-10,1994-08-19,,,Iowa,IA,cleaning
Lawrence Todtz Farm,IAD000606038,700039,Camanche,Clinton,-90.292639,41.787781,1985-09-18,1986-06-10,1991-09-11,,,Iowa,IA,cleaning
Shaw Avenue Dump,IAD980630560,700244,Charles City,Floyd,-92.6631,43.0563,1985-09-18,1987-07-22,2001-03-30,,,Iowa,IA,cleaning
John Deere (Ottumwa Works Landfills),IAD005291182,700110,Ottumwa,Wapello,-92.409719,41.0025,1988-06-24,1990-02-21,1992-08-28,2000-11-22,2001-01-22,Iowa,IA,completed
Red Oak City Landfill,IAD980632509,700297,Red Oak,Montgomery,-95.249111,41.036444,1986-06-10,1989-03-31,2001-06-21,2005-07-26,2005-09-26,Iowa,IA,completed
Northwestern States Portland Cement Co.,IAD980852461,700324,Mason City,Cerro Gordo,-93.205,43.175,1988-06-24,1990-08-30,1993-12-23,1994-10-19,1995-08-31,Iowa,IA,completed
Mid-America Tanning Co.,IAD085824688,700204,Sergeant Bluff,Woodbury,-96.352219,42.3375,1988-06-24,1989-03-31,2000-09-12,2004-07-26,2004-09-24,Iowa,IA,completed
White Farm Equipment Co. Dump,IAD065210734,700181,Charles City,Floyd,-92.680781,43.085,1988-06-24,1990-08-30,1995-09-08,2000-09-07,2000-10-30,Iowa,IA,completed
Farmers' Mutual Cooperative,IAD022193577,700137,Hospers,Sioux,-95.905,43.074169,1988-06-24,1990-08-30,1998-08-12,2001-09-11,2001-11-13,Iowa,IA,completed
"Electro-Coatings, Inc.",IAD005279039,700094,Cedar Rapids,Linn,-91.671389,41.9953,1988-06-24,1989-10-04,2000-09-14,2019-07-11,2019-09-12,Iowa,IA,completed
"E.I. du Pont de Nemours & Co., Inc. (County Road X23)",IAD980685804,700312,West Point,Lee,-91.434719,40.655831,1988-06-24,1990-08-30,1993-09-29,1994-08-30,1995-09-25,Iowa,IA,completed
Fairfield Coal Gasification Plant,IAD981124167,700347,Fairfield,Jefferson,-91.9724,41.0062,1988-06-24,1990-08-30,1995-08-24,,,Iowa,IA,cleaning
Peoples Natural Gas Co.,IAD980852578,700325,Dubuque,Dubuque,-90.658889,42.505281,1988-06-24,1990-08-30,2000-09-28,,,Iowa,IA,cleaning
Iowa Army Ammunition Plant,IA7213820445,700413,Middletown,Des Moines,-91.246669,40.808331,1989-07-14,1990-08-30,,,,Iowa,IA,listed
Sheller-Globe Corp. Disposal,IAD980630750,700260,Keokuk,Lee,-91.4139,40.4666,1989-05-05,1990-08-30,2000-09-15,2001-07-25,2001-09-24,Iowa,IA,completed
Waterloo Coal Gasification Plant,IAD984566356,700034,Waterloo,Black Hawk,-92.326389,42.491389,1992-10-14,,,,,Iowa,IA,proposed
Mason City Coal Gasification Plant,IAD980969190,700337,Mason City,Cerro Gordo,-93.1992,43.1476,1994-01-18,1994-12-16,2008-04-28,,,Iowa,IA,cleaning
Railroad Avenue Groundwater Contamination,IA0001610963,703065,Des Moines,Polk,-93.702222,41.578333,2001-09-13,2002-09-05,2007-08-17,,,Iowa,IA,cleaning
PCE Former Dry Cleaner,IAD039954300,700145,Atlantic,Cass,-94.995764,41.403717,2015-09-30,2016-04-07,2021-09-21,,,Iowa,IA,cleaning
Highway 3 PCE,IAN000706042,706042,Le Mars,Plymouth,-96.166464,42.79305,2022-03-18,2022-09-09,,,,Iowa,IA,listed
Lot 46 Valley Gardens TCE,IAN000705485,705485,Des Moines,Polk,-93.650283,41.566594,2023-09-07,2024-03-07,,,,Iowa,IA,listed
Arrcom (Drexler Enterprises),IDD000800961,1000174,Rathdrum,Kootenai,-116.9458,47.7847,1982-12-30,1983-09-08,1992-06-30,1992-10-02,1992-12-23,Idaho,ID,completed
Bunker Hill Mining & Metallurgical Complex,IDD048340921,1000195,Smelterville,Shoshone,-116.1617,47.543061,1982-12-30,1983-09-08,,,,Idaho,ID,listed
Eastern Michaud Flats Contamination,IDD984666610,1001308,Pocatello,"Bannock, Power",-112.5225,42.901111,1989-05-05,1990-08-30,,,,Idaho,ID,listed
Pacific Hide & Fur Recycling Co.,IDD098812878,1000219,Pocatello,Bannock,-112.486,42.8957,1983-09-08,1984-09-21,1997-09-29,1999-08-31,1999-11-04,Idaho,ID,completed
Union Pacific Railroad Co.,IDD055030852,1000201,Pocatello,Bannock,-112.4876,42.8954,1983-09-08,1984-09-21,1996-09-19,1997-07-25,1997-09-22,Idaho,ID,completed
Idaho National Engineering Laboratory (USDOE),ID4890008952,1000305,Idaho Falls,"Bingham, Bonneville, Butte, Clark, Jefferson",-112.9435,43.529389,1989-07-14,1989-11-21,,,,Idaho,ID,listed
Mountain Home Air Force Base,ID3572124557,1000302,Mountain Home,Elmore,-115.8647,43.04805,1989-07-14,1990-08-30,1998-09-30,,,Idaho,ID,cleaning
Monsanto Chemical Co. (Soda Springs Plant),IDD081830994,1000213,Soda Springs,Caribou,-111.5878,42.687031,1989-05-05,1990-08-30,2000-09-20,,,Idaho,ID,cleaning
Kerr-McGee Chemical Corp. (Soda Springs Plant),IDD041310707,1000190,Soda Springs,Caribou,-111.5736,42.687219,1989-05-05,1989-10-04,2001-09-26,,,Idaho,ID,cleaning
Blackbird Mine,IDD980725832,1000256,Lemhi County,Lemhi,-114.26444,45.116389,1993-05-10,,,,,Idaho,ID,proposed
St. Maries Creosote,IDSFN1002095,1002095,St. Maries,Benewah,-116.575,47.321389,2000-12-01,,,,,Idaho,ID,proposed
Stibnite/Yellow Pine Mining Area,IDD980665459,1000236,Yellow Pine,Valley,-115.345278,44.8925,2001-09-13,,,,,Idaho,ID,proposed
"A & F Materials Reclaiming, Inc.",ILD980397079,500534,Greenup,Cumberland,-88.174,39.2439,1982-12-30,1983-09-08,1992-09-24,2012-04-12,2012-06-11,Illinois,IL,completed
"Acme Solvents Reclaiming, Inc. (Morristown Plant)",ILD053219259,500357,Morristown,Winnebago,-89.0455,42.1577,1982-12-30,1983-09-08,1998-07-13,,,Illinois,IL,cleaning
Belvidere Municipal Landfill,ILD980497663,500542,Belvidere,Boone,-88.8723,42.2643,1982-12-30,1983-09-08,1992-06-10,2014-12-11,2015-02-09,Illinois,IL,completed
Byron Salvage Yard,ILD010236230,500261,Byron,Ogle,-89.295831,42.081669,1982-12-30,1983-09-08,2003-09-16,,,Illinois,IL,cleaning
Cross Brothers Pail Recycling (Pembroke),ILD980792303,500754,Pembroke Township,Kankakee,-87.5893,41.0909,1982-12-30,1983-09-08,1996-06-07,,,Illinois,IL,cleaning
Galesburg/Koppers Co.,ILD990817991,501154,Galesburg,Knox,-90.395839,40.895831,1982-12-30,1983-09-08,2001-09-28,,,Illinois,IL,cleaning
Johns-Manville Corp.,ILD005443544,500197,Waukegan,Lake,-87.811669,42.386669,1982-12-30,1983-09-08,1991-12-31,,,Illinois,IL,cleaning
LaSalle Electric Utilities,ILD980794333,500755,La Salle,La Salle,-89.0975,41.354169,1982-12-30,1983-09-08,1994-02-28,,,Illinois,IL,cleaning
Outboard Marine Corp.,ILD000802827,500083,Waukegan,Lake,-87.821111,42.365281,1982-12-30,1983-09-08,2015-09-30,,,Illinois,IL,cleaning
Velsicol Chemical Corp. (Marshall Plant),ILD000814673,500092,Marshall,Clark,-87.699169,39.410831,1982-12-30,1983-09-08,1994-09-30,,,Illinois,IL,cleaning
Wauconda Sand & Gravel,ILD047019732,500332,Wauconda,Lake,-88.1375,42.281389,1982-12-30,1983-09-08,1996-08-22,,,Illinois,IL,cleaning
Kerr-McGee (Kress Creek/West Branch of DuPage River),ILD980823991,500760,DuPage County,Du Page,-88.2093,41.863611,1984-10-15,1991-02-11,2012-11-06,,,Illinois,IL,cleaning
Cherokee County,KSD980741862,700667,Cherokee County,Cherokee,-94.823889,37.003889,1982-12-30,1983-09-08,,,,Kansas,KS,listed
Big River Sand Co.,KSD980686174,700663,Wichita,Sedgwick,-97.400831,37.726111,1984-10-15,1986-06-10,1988-06-28,1992-07-09,1992-10-14,Kansas,KS,completed
Strother Field Industrial Park,KSD980862726,700677,Cowley County,Cowley,-97.031939,37.170831,1984-10-15,1986-06-10,2008-10-28,,,Kansas,KS,cleaning
Obee Road,KSD980631766,700580,Hutchinson,Reno,-97.851389,38.063889,1987-01-22,1987-07-22,2011-09-09,,,Kansas,KS,cleaning
29th & Mead Ground Water Contamination,KSD007241656,700496,Wichita,Sedgwick,-97.3266,37.7336,1988-06-24,1990-02-21,,1996-01-31,1996-04-29,Kansas,KS,completed
Hydro-Flex Inc.,KSD007135429,700468,Topeka,Shawnee,-95.726111,39.086939,1988-06-24,1989-03-31,1992-06-30,1993-04-08,1993-11-09,Kansas,KS,completed
Pester Refinery Co.,KSD000829846,700447,El Dorado,Butler,-96.8574,37.8438,1988-06-24,1989-03-31,1999-09-08,,,Kansas,KS,cleaning
Fort Riley,KS6214020756,700743,Junction City,"Geary, Riley",-96.75,39.166669,1989-07-14,1990-08-30,,,,Kansas,KS,listed
57th and North Broadway Streets Site,KSD981710247,700694,Wichita Heights,Sedgwick,-97.316667,37.775,1992-02-07,1992-10-14,2002-09-10,,,Kansas,KS,cleaning
"Chemical Commodities, Inc.",KSD031349624,700513,Olathe,Johnson,-94.805556,38.878194,1994-01-18,1994-05-31,2012-01-11,,,Kansas,KS,cleaning
Ace Services,KSD046746731,700521,Colby,Thomas,-101.039167,39.396944,1995-02-13,1995-09-29,2003-09-22,,,Kansas,KS,cleaning
Wright Ground Water Contamination,KSD984985929,702403,Wright,Ford,-99.888889,37.780556,1995-10-02,1996-06-17,2008-07-30,,,Kansas,KS,cleaning
Tri-County Public Airport,KS0001402320,703044,Delavan,Morris,-96.811583,38.696122,2000-07-27,,,,,Kansas,KS,proposed
"Plating, Inc.",KSD065735912,705326,Great Bend,Barton,-98.84946,38.346542,2007-09-19,2008-03-19,,,,Kansas,KS,listed
Former United Zinc & Associated Smelters,KSN000705026,705026,Iola,Allen,-95.3859,37.92228,2012-09-18,2013-05-24,,,,Kansas,KS,listed
Caney Residential Yards,KSN000703396,703396,Caney,Montgomery,-95.934889,37.013136,2019-11-08,2020-09-03,,,,Kansas,KS,listed
Cherokee Zinc - Weir Smelter,KSN000706550,706550,Weir,Cherokee,-94.771806,37.31375,2020-09-03,2021-09-09,,,,Kansas,KS,listed
A.L. Taylor (Valley of Drums),KYD980500961,402072,Brooks,Bullitt,-85.725,38.081939,1982-12-30,1983-09-08,1990-08-10,1996-03-08,1996-05-17,Kentucky,KY,completed
Airco,KYD41981010,401977,Calvert City,Marshall,-88.3225,37.0496,1982-12-30,1984-09-21,1997-09-29,2021-05-14,2021-09-14,Kentucky,KY,completed
B.F. Goodrich,KYD6370167,401930,Calvert City,Marshall,-88.3234,37.0503,1982-12-30,1983-09-08,1997-09-29,,,Kentucky,KY,cleaning
Distler Brickyard,KYD980602155,402127,West Point,Hardin,-85.951389,37.989719,1982-12-30,1983-09-08,1995-01-11,,,Kentucky,KY,cleaning
Distler Farm,KYD980601975,402125,Jefferson County,Jefferson,-85.931111,38.006939,1982-12-30,1983-09-08,1992-07-09,,,Kentucky,KY,cleaning
Howe Valley Landfill,KYD980501191,402090,Howe Valley,Hardin,-86.1242,37.6685,1986-06-10,1987-07-22,1994-09-29,1996-03-28,1996-07-26,Kentucky,KY,completed
Lee's Lane Landfill,KYD980557052,402104,Louisville,Jefferson,-85.883061,38.191111,1982-12-30,1983-09-08,1988-03-18,1992-02-14,1996-04-25,Kentucky,KY,completed
Maxey Flats Nuclear Disposal,KYD980729107,402139,Hillsboro,Fleming,-83.5692,38.2608,1984-10-15,1986-06-10,2018-04-19,,,Kentucky,KY,cleaning
Newport Dump,KYD985066380,405547,Newport,Campbell,-84.491228,39.070725,1982-12-30,1983-09-08,1988-03-28,1996-03-08,1996-06-03,Kentucky,KY,completed
Smith's Farm,KYD97267413,402059,Brooks,Bullitt,-85.733331,38.0375,1984-10-15,1986-06-10,1998-09-23,,,Kentucky,KY,cleaning
"Green River Disposal, Inc.",KYD980501076,402081,Maceo,Daviess,-86.973611,37.88945,1988-06-24,1990-08-30,2000-09-22,,,Kentucky,KY,cleaning
"Caldwell Lace Leather Co., Inc.",KYD45738291,401986,Auburn,Logan,-86.746389,36.8725,1988-06-24,1990-08-30,1994-06-30,,,Kentucky,KY,cleaning
Brantley Landfill,KYD980501019,402076,Island,McLean,-87.156111,37.44625,1988-06-24,1990-02-21,1998-08-27,2022-03-31,2022-08-17,Kentucky,KY,completed
Fort Hartford Coal Co. Stone Quarry,KYD980844625,402171,Olaton,Ohio,-86.702769,37.538889,1988-06-24,1990-08-30,1999-09-15,2023-02-22,2023-08-16,Kentucky,KY,completed
Red Penn Sanitation Co. Landfill,KYD981469794,404239,Peewee Valley,Oldham,-85.4654,38.2881,1988-06-24,1989-03-31,2000-09-22,2001-07-16,2001-09-14,Kentucky,KY,completed
General Tire & Rubber Co. (Mayfield Landfill),KYD6371074,401932,Mayfield,Graves,-88.6358,36.7906,1988-06-24,1990-02-21,1993-10-01,2000-08-28,2000-10-27,Kentucky,KY,completed
Tri-City Disposal Co.,KYD981028350,402195,Shepherdsville,Bullitt,-85.768331,38.047781,1988-06-24,1989-03-31,1996-03-29,,,Kentucky,KY,cleaning
National Electric Coil Co./Cooper Industries,KYD985069954,405125,Dayhoit,Harlan,-83.371389,36.843889,1991-07-29,1992-10-14,1998-08-21,,,Kentucky,KY,cleaning
National Southwire Aluminum Co.,KYD49062375,401991,Hawesville,Hancock,-86.787778,37.944999,1991-07-29,1994-05-31,2008-09-24,2015-08-21,2015-10-05,Kentucky,KY,completed
Paducah Gaseous Diffusion Plant (USDOE),KY8890008982,404794,Paducah,McCracken,-88.811111,37.120138,1993-05-10,1994-05-31,,,,Kentucky,KY,listed
Bayou Bonfouca,LAD980745632,600574,Slidell,St. Tammany,-89.784161,30.282219,1982-12-30,1983-09-08,1997-09-30,,,Louisiana,LA,cleaning
Bayou Sorrel,LAD980745541,600573,Bayou Sorrel,Iberville,-91.4095,30.2244,1982-12-30,1984-09-21,1992-05-26,1997-06-04,1997-09-29,Louisiana,LA,completed
Cleve Reber,LAD980501456,600512,Sorrento,Ascension,-90.873339,30.155,1982-12-30,1983-09-08,1996-12-31,1997-10-09,1997-12-30,Louisiana,LA,completed
Old Inger Oil Refinery,LAD980745533,600572,Darrow,Ascension,-90.9955,30.1647,1982-12-30,1983-09-08,2006-09-12,2008-06-13,2008-08-12,Louisiana,LA,completed
"Petro-Processors of Louisiana, Inc.",LAD057482713,600442,Scotlandville,East Baton Rouge,-91.243331,30.583331,1983-09-08,1984-09-21,2003-07-31,,,Louisiana,LA,cleaning
Dutchtown Treatment Plant,LAD980879449,600633,Ascension Parish,Ascension,-90.98,30.256669,1987-01-22,1987-07-22,1998-01-12,1999-09-17,1999-11-16,Louisiana,LA,completed
Gulf Coast Vacuum Services,LAD980750137,600592,Abbeville,Vermilion,-92.1857,29.9581,1988-06-24,1989-03-31,1999-09-20,2001-05-22,2001-07-23,Louisiana,LA,completed
"D.L. Mud, Inc.",LAD981058019,600647,Abbeville,Vermilion,-92.1867,29.9555,1988-06-24,1989-10-04,1999-06-30,2000-01-07,2000-03-07,Louisiana,LA,completed
"PAB Oil & Chemical Service, Inc.",LAD980749139,600576,Abbeville,Vermilion,-92.1154,30.0159,1988-06-24,1989-03-31,1998-08-28,1999-08-31,2000-01-03,Louisiana,LA,completed
"American Creosote Works, Inc. (Winnfield Plant)",LAD000239814,600317,Winnfield,Winn,-92.634722,31.918611,1992-02-07,1992-10-14,1999-06-04,,,Louisiana,LA,cleaning
Agriculture Street Landfill,LAD981056997,600646,New Orleans,Orleans,-90.040165,29.98866,1994-08-23,1994-12-16,2002-04-02,2004-08-04,,Louisiana,LA,cleaned
Gulf State Utilities-North Ryan Street,LAD985169317,603977,Lake Charles,Calcasieu,-93.219167,30.240833,1995-02-13,,,,,Louisiana,LA,proposed
Southern Shipbuilding,LAD008149015,601494,Slidell,St. Tammany,-89.800833,30.2725,1995-02-13,1995-05-26,1997-09-15,1998-03-31,1998-06-16,Louisiana,LA,completed
Madisonville Creosote Works,LAD981522998,600653,Madisonville,St. Tammany,-90.198611,30.427222,1996-06-17,1996-12-23,2000-06-16,,,Louisiana,LA,cleaning
Delatte Metals,LAD052510344,600428,Ponchatoula,Tangipahoa,-90.410833,30.4225,1998-07-28,1999-01-19,2003-09-22,2005-06-08,2005-08-08,Louisiana,LA,completed
Central Wood Preserving Co.,LAD008187940,604527,Slaughter,East Feliciana,-91.009444,30.758889,1999-01-19,1999-05-10,2004-09-08,2009-07-20,2009-09-18,Louisiana,LA,completed
Ruston Foundry,LAD985185107,604348,Alexandria,Rapides,-92.439583,31.29722,1999-01-19,1999-05-10,2008-09-03,2010-05-14,2010-07-13,Louisiana,LA,completed
Marion Pressure Treating,LAD008473142,604491,Marion,Union,-92.252944,32.908333,1999-10-22,2000-02-04,,,,Louisiana,LA,listed
Mallard Bay Landing Bulk Plant,LA0000187518,604848,Grand Cheniere,Cameron,-92.655469,29.934014,2000-05-11,2000-07-27,2003-09-18,2005-07-20,2005-09-19,Louisiana,LA,completed
Louisiana Army Ammunition Plant,LA0213820533,600770,Doyline,Webster,-93.421,32.5422,1987-07-22,1989-03-13,2010-09-30,,,Louisiana,LA,cleaning
"Combustion, Inc.",LAD072606627,600472,Denham Springs,Livingston,-90.8939,30.5129,1988-06-24,1990-08-30,2006-06-26,,,Louisiana,LA,cleaning
Devil's Swamp Lake,LAD981155872,600652,Scotlandville,East Baton Rouge,-91.220556,30.561944,2004-03-08,,,,,Louisiana,LA,proposed
EVR-Wood Treating/Evangeline Refining Company,LAN000605517,605517,Jennings,Acadia,-92.6175,30.248056,2012-03-15,2012-09-18,,,,Louisiana,LA,listed
Delta Shipyard,LAD058475419,600444,Houma,Terrebonne,-90.705141,29.565818,2014-05-12,2014-09-22,,,,Louisiana,LA,listed
Colonial Creosote,LAN000607134,607134,Bogalusa,Washington,-89.863889,30.768056,2015-03-26,2015-09-30,,,,Louisiana,LA,listed
SBA Shipyard,LAD008434185,607497,Jennings,Jefferson Davis,-92.612236,30.160603,2015-09-30,2016-09-09,,,,Louisiana,LA,listed
American Creosote DeRidder,LAN000604293,604293,DeRidder,Beauregard,-93.276863,30.831693,2017-08-03,2018-01-18,,,,Louisiana,LA,listed
Capitol Lakes,LAD980869440,600622,Baton Rouge,East Baton Rouge,-91.184992,30.460524,2023-03-29,2023-09-07,,,,Louisiana,LA,listed
Exide Baton Rouge,LAD008184137,600387,Baton Rouge,East Baton Rouge,-91.245026,30.586168,2023-09-07,2024-03-07,,,,Louisiana,LA,listed
Baird & McGuire,MAD1041987,100392,Holbrook,Norfolk,-71.028611,42.149719,1982-12-30,1983-09-08,2003-09-26,,,Massachusetts,MA,cleaning
Cannon Engineering Corp. (CEC),MAD79510780,100585,Bridgewater,Plymouth,-71.0256,41.9727,1982-12-30,1983-09-08,1991-09-30,2013-07-26,2013-09-24,Massachusetts,MA,completed
Charles-George Reclamation Trust Landfill,MAD3809266,100464,Tyngsborough,Middlesex,-71.443339,42.66945,1982-12-30,1983-09-08,1998-09-25,,,Massachusetts,MA,cleaning
Groveland Wells,MAD980732317,100750,Groveland,Essex,-71.038889,42.753331,1982-12-30,1983-09-08,2000-06-29,,,Massachusetts,MA,cleaning
Hocomonco Pond,MAD980732341,100751,Westborough,Worcester,-71.650831,42.272781,1982-12-30,1983-09-08,1999-09-22,,,Massachusetts,MA,cleaning
Industri-Plex,MAD76580950,100580,Woburn,Middlesex,-71.141669,42.516669,1982-12-30,1983-09-08,2017-06-22,,,Massachusetts,MA,cleaning
