name,id,semsId,state,city,county,status,lng,lat,dateProposed,dateListed,dateCompleted,dateNOID,dateDeleted,hasPartialDeletion
"Plating, Inc.",KSD065735912,705326,Kansas,Great Bend,Barton,NPL Site,-98.84946,38.346542,9/19/2007,3/19/2008,,,,TRUE
Former United Zinc & Associated Smelters,KSN000705026,705026,Kansas,Iola,Allen,NPL Site,-95.3859,37.92228,9/18/2012,5/24/2013,,,,TRUE
Caney Residential Yards,KSN000703396,703396,Kansas,Caney,Montgomery,NPL Site,-95.934889,37.013136,11/8/2019,9/3/2020,,,,TRUE
Cherokee Zinc - Weir Smelter,KSN000706550,706550,Kansas,Weir,Cherokee,NPL Site,-94.771806,37.31375,9/3/2020,9/9/2021,,,,TRUE
A.L. Taylor (Valley of Drums),KYD 980500961.00,402072,Kentucky,Brooks,Bullitt,Deleted NPL Site,-85.725,38.081939,12/30/1982,9/8/1983,8/10/1990,3/8/1996,5/17/1996,TRUE
Airco,KYD 41981010.00,401977,Kentucky,Calvert City,Marshall,Deleted NPL Site,-88.3225,37.0496,12/30/1982,9/21/1984,9/29/1997,5/14/2021,9/14/2021,TRUE
B.F. Goodrich,KYD 6370167.00,401930,Kentucky,Calvert City,Marshall,NPL Site,-88.3234,37.0503,12/30/1982,9/8/1983,9/29/1997,,,TRUE
Distler Brickyard,KYD 980602155.00,402127,Kentucky,West Point,Hardin,NPL Site,-85.951389,37.989719,12/30/1982,9/8/1983,1/11/1995,,,TRUE
Distler Farm,KYD 980601975.00,402125,Kentucky,Jefferson County,Jefferson,NPL Site,-85.931111,38.006939,12/30/1982,9/8/1983,7/9/1992,,,TRUE
Howe Valley Landfill,KYD 980501191.00,402090,Kentucky,Howe Valley,Hardin,Deleted NPL Site,-86.1242,37.6685,6/10/1986,7/22/1987,9/29/1994,3/28/1996,7/26/1996,TRUE
Lee's Lane Landfill,KYD 980557052.00,402104,Kentucky,Louisville,Jefferson,Deleted NPL Site,-85.883061,38.191111,12/30/1982,9/8/1983,3/18/1988,2/14/1992,4/25/1996,TRUE
Maxey Flats Nuclear Disposal,KYD 980729107.00,402139,Kentucky,Hillsboro,Fleming,NPL Site,-83.5692,38.2608,10/15/1984,6/10/1986,4/19/2018,,,TRUE
Newport Dump,KYD 985066380.00,405547,Kentucky,Newport,Campbell,Deleted NPL Site,-84.491228,39.070725,12/30/1982,9/8/1983,3/28/1988,3/8/1996,6/3/1996,TRUE
Smith's Farm,KYD 97267413.00,402059,Kentucky,Brooks,Bullitt,NPL Site,-85.733331,38.0375,10/15/1984,6/10/1986,9/23/1998,,,TRUE
"Green River Disposal, Inc.",KYD 980501076.00,402081,Kentucky,Maceo,Daviess,NPL Site,-86.973611,37.88945,6/24/1988,8/30/1990,9/22/2000,,,TRUE
"Caldwell Lace Leather Co., Inc.",KYD 45738291.00,401986,Kentucky,Auburn,Logan,NPL Site,-86.746389,36.8725,6/24/1988,8/30/1990,6/30/1994,,,TRUE
Brantley Landfill,KYD 980501019.00,402076,Kentucky,Island,McLean,Deleted NPL Site,-87.156111,37.44625,6/24/1988,2/21/1990,8/27/1998,3/31/2022,8/17/2022,TRUE
Fort Hartford Coal Co. Stone Quarry,KYD 980844625.00,402171,Kentucky,Olaton,Ohio,Deleted NPL Site,-86.702769,37.538889,6/24/1988,8/30/1990,9/15/1999,2/22/2023,8/16/2023,TRUE
Red Penn Sanitation Co. Landfill,KYD 981469794.00,404239,Kentucky,Peewee Valley,Oldham,Deleted NPL Site,-85.4654,38.2881,6/24/1988,3/31/1989,9/22/2000,7/16/2001,9/14/2001,TRUE
General Tire & Rubber Co. (Mayfield Landfill),KYD 6371074.00,401932,Kentucky,Mayfield,Graves,Deleted NPL Site,-88.6358,36.7906,6/24/1988,2/21/1990,10/1/1993,8/28/2000,10/27/2000,TRUE
Tri-City Disposal Co.,KYD 981028350.00,402195,Kentucky,Shepherdsville,Bullitt,NPL Site,-85.768331,38.047781,6/24/1988,3/31/1989,3/29/1996,,,TRUE
National Electric Coil Co./Cooper Industries,KYD 985069954.00,405125,Kentucky,Dayhoit,Harlan,NPL Site,-83.371389,36.843889,7/29/1991,10/14/1992,8/21/1998,,,TRUE
National Southwire Aluminum Co.,KYD 49062375.00,401991,Kentucky,Hawesville,Hancock,Deleted NPL Site,-86.787778,37.944999,7/29/1991,5/31/1994,9/24/2008,8/21/2015,10/5/2015,TRUE
Paducah Gaseous Diffusion Plant (USDOE),KY8890008982,404794,Kentucky,Paducah,McCracken,NPL Site,-88.811111,37.120138,5/10/1993,5/31/1994,,,,TRUE
Bayou Bonfouca,LAD980745632,600574,Louisiana,Slidell,St. Tammany,NPL Site,-89.784161,30.282219,12/30/1982,9/8/1983,9/30/1997,,,TRUE
Bayou Sorrel,LAD980745541,600573,Louisiana,Bayou Sorrel,Iberville,Deleted NPL Site,-91.4095,30.2244,12/30/1982,9/21/1984,5/26/1992,6/4/1997,9/29/1997,TRUE
Cleve Reber,LAD980501456,600512,Louisiana,Sorrento,Ascension,Deleted NPL Site,-90.873339,30.155,12/30/1982,9/8/1983,12/31/1996,10/9/1997,12/30/1997,TRUE
Old Inger Oil Refinery,LAD980745533,600572,Louisiana,Darrow,Ascension,Deleted NPL Site,-90.9955,30.1647,12/30/1982,9/8/1983,9/12/2006,6/13/2008,8/12/2008,TRUE
"Petro-Processors of Louisiana, Inc.",LAD057482713,600442,Louisiana,Scotlandville,East Baton Rouge,NPL Site,-91.243331,30.583331,9/8/1983,9/21/1984,7/31/2003,,,TRUE
Dutchtown Treatment Plant,LAD980879449,600633,Louisiana,Ascension Parish,Ascension,Deleted NPL Site,-90.98,30.256669,1/22/1987,7/22/1987,1/12/1998,9/17/1999,11/16/1999,TRUE
Gulf Coast Vacuum Services,LAD980750137,600592,Louisiana,Abbeville,Vermilion,Deleted NPL Site,-92.1857,29.9581,6/24/1988,3/31/1989,9/20/1999,5/22/2001,7/23/2001,TRUE
"D.L. Mud, Inc.",LAD981058019,600647,Louisiana,Abbeville,Vermilion,Deleted NPL Site,-92.1867,29.9555,6/24/1988,10/4/1989,6/30/1999,1/7/2000,3/7/2000,TRUE
"PAB Oil & Chemical Service, Inc.",LAD980749139,600576,Louisiana,Abbeville,Vermilion,Deleted NPL Site,-92.1154,30.0159,6/24/1988,3/31/1989,8/28/1998,8/31/1999,1/3/2000,TRUE
"American Creosote Works, Inc. (Winnfield Plant)",LAD000239814,600317,Louisiana,Winnfield,Winn,NPL Site,-92.634722,31.918611,2/7/1992,10/14/1992,6/4/1999,,,TRUE
Agriculture Street Landfill,LAD981056997,600646,Louisiana,New Orleans,Orleans,NPL Site,-90.040165,29.98866,8/23/1994,12/16/1994,4/2/2002,8/4/2004,,TRUE
Gulf State Utilities-North Ryan Street,LAD985169317,603977,Louisiana,Lake Charles,Calcasieu,Proposed NPL Site,-93.219167,30.240833,2/13/1995,,,,,TRUE
Southern Shipbuilding,LAD008149015,601494,Louisiana,Slidell,St. Tammany,Deleted NPL Site,-89.800833,30.2725,2/13/1995,5/26/1995,9/15/1997,3/31/1998,6/16/1998,TRUE
Madisonville Creosote Works,LAD981522998,600653,Louisiana,Madisonville,St. Tammany,NPL Site,-90.198611,30.427222,6/17/1996,12/23/1996,6/16/2000,,,TRUE
Delatte Metals,LAD052510344,600428,Louisiana,Ponchatoula,Tangipahoa,Deleted NPL Site,-90.410833,30.4225,7/28/1998,1/19/1999,9/22/2003,6/8/2005,8/8/2005,TRUE
Central Wood Preserving Co.,LAD008187940,604527,Louisiana,Slaughter,East Feliciana,Deleted NPL Site,-91.009444,30.758889,1/19/1999,5/10/1999,9/8/2004,7/20/2009,9/18/2009,TRUE
Ruston Foundry,LAD985185107,604348,Louisiana,Alexandria,Rapides,Deleted NPL Site,-92.439583,31.29722,1/19/1999,5/10/1999,9/3/2008,5/14/2010,7/13/2010,TRUE
Marion Pressure Treating,LAD008473142,604491,Louisiana,Marion,Union,NPL Site,-92.252944,32.908333,10/22/1999,2/4/2000,,,,TRUE
Mallard Bay Landing Bulk Plant,LA0000187518,604848,Louisiana,Grand Cheniere,Cameron,Deleted NPL Site,-92.655469,29.934014,5/11/2000,7/27/2000,9/18/2003,7/20/2005,9/19/2005,TRUE
Louisiana Army Ammunition Plant,LA0213820533,600770,Louisiana,Doyline,Webster,NPL Site,-93.421,32.5422,7/22/1987,3/13/1989,9/30/2010,,,TRUE
"Combustion, Inc.",LAD072606627,600472,Louisiana,Denham Springs,Livingston,NPL Site,-90.8939,30.5129,6/24/1988,8/30/1990,6/26/2006,,,TRUE
Devil's Swamp Lake,LAD981155872,600652,Louisiana,Scotlandville,East Baton Rouge,Proposed NPL Site,-91.220556,30.561944,3/8/2004,,,,,TRUE
EVR-Wood Treating/Evangeline Refining Company,LAN000605517,605517,Louisiana,Jennings,Acadia,NPL Site,-92.6175,30.248056,3/15/2012,9/18/2012,,,,TRUE
Delta Shipyard,LAD058475419,600444,Louisiana,Houma,Terrebonne,NPL Site,-90.705141,29.565818,5/12/2014,9/22/2014,,,,TRUE
Colonial Creosote,LAN000607134,607134,Louisiana,Bogalusa,Washington,NPL Site,-89.863889,30.768056,3/26/2015,9/30/2015,,,,TRUE
SBA Shipyard ,LAD008434185,607497,Louisiana,Jennings,Jefferson Davis,NPL Site,-92.612236,30.160603,9/30/2015,9/9/2016,,,,TRUE
American Creosote DeRidder,LAN000604293,604293,Louisiana,DeRidder,Beauregard,NPL Site,-93.276863,30.831693,8/3/2017,1/18/2018,,,,TRUE
Capitol Lakes,LAD980869440,600622,Louisiana,Baton Rouge,East Baton Rouge,NPL Site,-91.184992,30.460524,3/29/2023,9/7/2023,,,,TRUE
Exide Baton Rouge,LAD008184137,600387,Louisiana,Baton Rouge,East Baton Rouge,NPL Site,-91.245026,30.586168,9/7/2023,3/7/2024,,,,TRUE
Baird & McGuire,MAD 1041987.00,100392,Massachusetts,Holbrook,Norfolk,NPL Site,-71.028611,42.149719,12/30/1982,9/8/1983,9/26/2003,,,TRUE
Cannon Engineering Corp. (CEC),MAD 79510780.00,100585,Massachusetts,Bridgewater,Plymouth,Deleted NPL Site,-71.0256,41.9727,12/30/1982,9/8/1983,9/30/1991,7/26/2013,9/24/2013,TRUE
Charles-George Reclamation Trust Landfill,MAD 3809266.00,100464,Massachusetts,Tyngsborough,Middlesex,NPL Site,-71.443339,42.66945,12/30/1982,9/8/1983,9/25/1998,,,TRUE
Groveland Wells,MAD 980732317.00,100750,Massachusetts,Groveland,Essex,NPL Site,-71.038889,42.753331,12/30/1982,9/8/1983,6/29/2000,,,TRUE
Hocomonco Pond,MAD 980732341.00,100751,Massachusetts,Westborough,Worcester,NPL Site,-71.650831,42.272781,12/30/1982,9/8/1983,9/22/1999,,,TRUE
Industri-Plex,MAD 76580950.00,100580,Massachusetts,Woburn,Middlesex,NPL Site,-71.141669,42.516669,12/30/1982,9/8/1983,6/22/2017,,,TRUE
New Bedford Site,MAD 980731335.00,100743,Massachusetts,New Bedford,Bristol,NPL Site,-70.919887,41.643171,12/30/1982,9/8/1983,,,,TRUE
Nyanza Chemical Waste Dump,MAD 990685422.00,100948,Massachusetts,Ashland,Middlesex,NPL Site,-71.473611,42.258611,12/30/1982,9/8/1983,,,,TRUE
Plymouth Harbor/Cannon Engineering Corp.,MAD 980525232.00,100726,Massachusetts,Plymouth,Plymouth,Deleted NPL Site,-70.6854,41.9796,12/30/1982,9/8/1983,5/29/1992,8/25/1993,11/19/1993,TRUE
PSC Resources,MAD 980731483.00,100747,Massachusetts,Palmer,Hampden,NPL Site,-72.330281,42.153331,12/30/1982,9/8/1983,8/28/1998,,,TRUE
"Re-Solve, Inc.",MAD 980520621.00,100682,Massachusetts,Dartmouth,Bristol,NPL Site,-71.033889,41.688061,12/30/1982,9/8/1983,8/19/1998,,,TRUE
Rose Disposal Pit,MAD 980524169.00,100721,Massachusetts,Lanesboro,Berkshire,NPL Site,-73.2748,42.5055,10/15/1984,6/10/1986,9/20/1994,,,TRUE
Silresim Chemical Corp.,MAD 192393.00,100326,Massachusetts,Lowell,Middlesex,NPL Site,-71.313889,42.628889,12/30/1982,9/8/1983,8/3/2011,,,TRUE
"W.R. Grace & Co., Inc. (Acton Plant)",MAD 1002252.00,100350,Massachusetts,Acton,Middlesex,NPL Site,-71.427781,42.45055,12/30/1982,9/8/1983,2/8/2012,,,TRUE
Wells G&H,MAD 980732168.00,100749,Massachusetts,Woburn,Middlesex,NPL Site,-71.130839,42.494719,12/30/1982,9/8/1983,,,,TRUE
Haverhill Municipal Landfill,MAD 980523336.00,100717,Massachusetts,Haverhill,Essex,NPL Site,-71.046669,42.753889,10/15/1984,6/10/1986,,,,TRUE
Iron Horse Park,MAD 51787323.00,100524,Massachusetts,Billerica,Middlesex,NPL Site,-71.265269,42.583331,9/8/1983,9/21/1984,9/12/2022,,,TRUE
Shpack Landfill,MAD 980503973.00,100655,Massachusetts,"Attleboro, Norton",Bristol,Deleted NPL Site,-71.235,41.943331,10/15/1984,6/10/1986,9/18/2014,7/6/2017,9/5/2017,TRUE
Sullivan's Ledge,MAD 980731343.00,100744,Massachusetts,New Bedford,Bristol,NPL Site,-70.957219,41.654719,9/8/1983,9/21/1984,9/29/2000,,,TRUE
Norwood PCBs,MAD 980670566.00,100732,Massachusetts,Norwood,Norfolk,Deleted NPL Site,-71.1925,42.180831,10/15/1984,6/10/1986,9/23/1999,4/1/2011,5/31/2011,TRUE
Salem Acres,MAD 980525240.00,100727,Massachusetts,Salem,Essex,Deleted NPL Site,-70.9313,42.503,10/15/1984,6/10/1986,9/23/1999,5/22/2001,7/23/2001,TRUE
Otis Air National Guard Base/Camp Edwards,MA2570024487,100960,Massachusetts,Falmouth,Barnstable,NPL Site,-70.521388,41.651666,7/14/1989,11/21/1989,12/15/2009,,,TRUE
Atlas Tack Corp.,MAD 1026319.00,100376,Massachusetts,Fairhaven,Bristol,NPL Site,-70.89445,41.635561,6/24/1988,2/21/1990,9/28/2007,,,TRUE
Fort Devens,MA7210025154,100966,Massachusetts,Fort Devens,"Middlesex, Worcester",NPL Site,-71.596111,42.536111,7/14/1989,11/21/1989,,,,TRUE
Fort Devens-Sudbury Training Annex,MAD 980520670.00,100685,Massachusetts,Sudbury,Middlesex,Deleted NPL Site,-71.475278,42.406944,7/14/1989,2/21/1990,9/19/2000,11/30/2001,1/29/2002,TRUE
Blackburn and Union Privileges,MAD 982191363.00,101713,Massachusetts,Walpole,Norfolk,NPL Site,-71.251667,42.138749,2/7/1992,5/31/1994,4/20/2020,,,TRUE
Hanscom Field/Hanscom Air Force Base,MA8570024424,100967,Massachusetts,Bedford,Middlesex,NPL Site,-71.289444,42.470666,5/10/1993,5/31/1994,9/28/2007,,,TRUE
"Natick Laboratory Army Research, Development, and Engineering Center",MA1210020631,101831,Massachusetts,Natick,Middlesex,NPL Site,-71.363611,42.288889,5/10/1993,5/31/1994,12/30/2014,,,TRUE
Materials Technology Laboratory (USARMY),MA0213820939,100953,Massachusetts,Watertown,Middlesex,Deleted NPL Site,-71.166111,42.360416,6/23/1993,5/31/1994,9/29/2005,9/22/2006,11/21/2006,TRUE
Naval Weapons Industrial Reserve Plant,MA6170023570,102032,Massachusetts,Bedford,Middlesex,NPL Site,-71.290277,42.478889,6/23/1993,5/31/1994,4/1/2015,,,TRUE
South Weymouth Naval Air Station,MA2170022022,101826,Massachusetts,Weymouth,Norfolk,NPL Site,-70.93347,42.155277,6/23/1993,5/31/1994,,,,TRUE
GE - Housatonic River,MAD 2084093.00,100460,Massachusetts,Pittsfield,Berkshire,Proposed NPL Site,-73.232222,42.450278,9/25/1997,,,,,TRUE
"Nuclear Metals, Inc.",MAD 62166335.00,100550,Massachusetts,Concord,Middlesex,NPL Site,-71.421944,42.441667,7/27/2000,6/14/2001,,,,TRUE
Sutton Brook Disposal Area,MAD 980520696.00,100686,Massachusetts,Tewksbury,Middlesex,NPL Site,-71.183194,42.598222,7/27/2000,6/14/2001,7/20/2016,,,TRUE
Torch Lake,MID980901946,503034,Michigan,Houghton County,Houghton,NPL Site,-88.397781,47.169719,10/15/1984,6/10/1986,9/23/2005,,,TRUE
North Bronson Industrial Area,MID005480900,502310,Michigan,Bronson,Branch,NPL Site,-85.193339,41.880281,10/15/1984,6/10/1986,,,,TRUE
Michigan Disposal Service (Cork Street Landfill),MID000775957,502202,Michigan,Kalamazoo,Kalamazoo,NPL Site,-85.5433,42.2545,10/15/1984,2/21/1990,9/25/2002,,,TRUE
"Motor Wheel, Inc.",MID980702989,502997,Michigan,Lansing,Ingham,NPL Site,-84.535,42.760831,10/15/1984,6/10/1986,12/18/1997,,,TRUE
South Macomb Disposal Authority (Landfills #9 and #9A),MID069826170,502600,Michigan,Macomb Township,Macomb,NPL Site,-82.907389,42.682081,10/15/1984,6/10/1986,10/31/2005,,,TRUE
Waste Management of Michigan (Holland Lagoons),MID060179587,502568,Michigan,Holland,Ottawa,Deleted NPL Site,-86.189389,42.824219,10/15/1984,6/10/1986,9/26/2001,11/14/2012,1/14/2013,TRUE
"Roto-Finish Co., Inc.",MID005340088,502255,Michigan,Kalamazoo,Kalamazoo,NPL Site,-85.5443,42.2292,10/15/1984,6/10/1986,3/31/1997,,,TRUE
"H. Brown Co., Inc.",MID017075136,502419,Michigan,Grand Rapids,Kent,NPL Site,-85.678339,43.003331,4/10/1985,6/10/1986,9/19/2000,,,TRUE
Rockwell International Corp. (Allegan Plant),MID006028062,502367,Michigan,Allegan,Allegan,NPL Site,-85.85,42.536669,4/10/1985,7/22/1987,9/27/2016,,,TRUE
Kent City Mobile Home Park,MID981089915,503350,Michigan,Kent City,Kent,Deleted NPL Site,-85.753331,43.216669,9/18/1985,7/22/1987,9/13/1994,11/8/1994,3/20/1995,TRUE
Folkertsma Refuse,MID980609366,502876,Michigan,Grand Rapids,Kent,Deleted NPL Site,-85.703331,43.001669,6/10/1986,3/31/1989,9/15/1994,1/29/1996,4/10/1996,TRUE
"American Anodco, Inc.",MID006029102,502369,Michigan,Ionia,Ionia,NPL Site,-85.03,42.9875,6/10/1986,3/31/1989,9/27/1993,,,TRUE
J & L Landfill,MID980609440,502882,Michigan,Rochester Hills,Oakland,NPL Site,-83.0959,42.6556,6/10/1986,3/31/1989,9/30/1997,,,TRUE
Metal Working Shop,MID980992952,503169,Michigan,Lake Ann,Benzie,Deleted NPL Site,-85.8575,44.73,1/22/1987,2/21/1990,6/30/1992,9/10/1992,12/23/1992,TRUE
"Barrels, Inc.",MID017188673,502424,Michigan,Lansing,Ingham,Deleted NPL Site,-84.543331,42.749031,1/22/1987,10/4/1989,9/25/2018,5/14/2021,9/14/2021,TRUE
"Parsons Chemical Works, Inc.",MID980476907,502742,Michigan,Grand Ledge,Eaton,NPL Site,-84.7677,42.7547,6/24/1988,3/31/1989,3/29/1999,,,TRUE
"Bofors Nobel, Inc.",MID006030373,502372,Michigan,Muskegon,Muskegon,NPL Site,-86.11746,43.209364,6/24/1988,3/31/1989,,,,TRUE
"Carter Industrials, Inc.",MID980274179,502729,Michigan,Detroit,Wayne,Deleted NPL Site,-83.091669,42.345281,6/24/1988,3/31/1989,6/11/1996,12/30/1996,3/25/1997,TRUE
Kaydon Corp.,MID006016703,502342,Michigan,Muskegon,Muskegon,NPL Site,-86.2908,43.2007,6/24/1988,2/21/1990,6/30/2006,,,TRUE
Adam's Plating,MID006522791,502388,Michigan,Lansing,Ingham,NPL Site,-84.587781,42.739439,6/24/1988,3/31/1989,9/30/1994,,,TRUE
"Allied Paper, Inc./Portage Creek/Kalamazoo River",MID006007306,502325,Michigan,Kalamazoo,"Allegan, Kalamazoo",NPL Site,-85.576083,42.303333,5/5/1989,8/30/1990,,,,TRUE
Hi-Mill Manufacturing Co.,MID005341714,502256,Michigan,Highland,Oakland,NPL Site,-83.593089,42.649831,6/24/1988,2/21/1990,3/30/1995,,,TRUE
Bendix Corp./Allied Automotive,MID005107222,502238,Michigan,St. Joseph,Berrien,NPL Site,-86.51195,42.04945,6/24/1988,2/21/1990,12/3/2001,,,TRUE
"State Disposal Landfill, Inc.",MID980609341,502874,Michigan,Grand Rapids,Kent,NPL Site,-85.590506,43.013397,6/24/1988,2/21/1990,,,,TRUE
Muskegon Chemical Co.,MID072569510,502603,Michigan,Whitehall,Muskegon,NPL Site,-86.334,43.3891,6/24/1988,2/21/1990,6/26/1997,,,TRUE
Peerless Plating Co.,MID006031348,502373,Michigan,Muskegon,Muskegon,NPL Site,-86.2237,43.2056,6/24/1988,8/30/1990,4/5/2001,,,TRUE
Albion-Sheridan Township Landfill,MID980504450,502775,Michigan,Albion,Calhoun,NPL Site,-84.7195,42.24955,6/24/1988,10/4/1989,9/28/1999,,,TRUE
Wurtsmith Air Force Base,MI5570024278,503675,Michigan,Iosco County,Iosco,Proposed NPL Site,-83.366666,44.45,1/18/1994,,,,,TRUE
Lower Ecorse Creek Dump,MID985574227,506252,Michigan,Wyandotte,Wayne,Deleted NPL Site,-83.157777,42.234166,1/18/1994,5/31/1994,9/1/1998,5/2/2005,7/1/2005,TRUE
Bay City Middlegrounds,MID981092935,503364,Michigan,Bay City,Bay,Proposed NPL Site,-83.907222,43.572083,2/13/1995,,,,,TRUE
H & K Sales,MI0001271535,507645,Michigan,Belding,Ionia,Deleted NPL Site,-85.228333,43.098611,10/2/1995,6/17/1996,11/4/1997,3/30/1998,5/21/1998,TRUE
Aircraft Components (D & L Sales),MI0001119106,507629,Michigan,Benton Harbor,Berrien,NPL Site,-86.454444,42.126944,10/2/1995,6/17/1996,8/24/2004,,,TRUE
Kysor Industrial Corp.,MID043681840,502480,Michigan,Cadillac,Wexford,NPL Site,-85.4226,44.2568,6/24/1988,10/4/1989,9/23/1996,,,TRUE
Gratiot County Golf Course,MIN000510389,510389,Michigan,St. Louis,Gratiot,NPL Site,-84.623247,43.415842,9/23/2009,3/4/2010,,,,TRUE
Ten-Mile Drain,MIN000510063,510063,Michigan,St. Clair Shores,Macomb,NPL Site,-82.899167,42.486944,3/4/2010,9/29/2010,,,,TRUE
DSC McLouth Steel Gibraltar Plant,MIN000510362,510362,Michigan,Gibraltar,Wayne,NPL Site,-83.200292,42.103075,9/22/2014,3/26/2015,,,,TRUE
McLouth Steel Corp,MID017422304,502434,Michigan,Trenton,Wayne,NPL Site,-83.170906,42.160597,9/13/2018,5/15/2019,,,,TRUE
Michner Plating - Mechanic Street,MIN000505842,505842,Michigan,Jackson,Jackson,NPL Site,-84.40701,42.253511,9/9/2021,3/16/2022,,,,TRUE
Gelman Sciences Inc,MID005341813,502257,Michigan,Ann Arbor,Washtenaw,Proposed NPL Site,-83.79994,42.276144,3/7/2024,,,,,TRUE
Burlington Northern (Brainerd/Baxter Plant),MND000686196,503688,Minnesota,"Baxter, Brainerd",Crow Wing,NPL Site,-94.2282,46.3532,12/30/1982,9/8/1983,9/18/1995,,,TRUE
FMC Corp. (Fridley Plant),MND006481543,503738,Minnesota,Fridley,Anoka,NPL Site,-93.2762,45.0565,12/30/1982,9/8/1983,9/8/1992,,,TRUE
Koppers Coke,MND000819359,503695,Minnesota,St. Paul,Ramsey,NPL Site,-93.152781,44.972219,12/30/1982,9/8/1983,7/20/1998,,,TRUE
Lehillier/Mankato Site,MND980792469,503892,Minnesota,Lehillier,Blue Earth,NPL Site,-94.038331,44.153331,12/30/1982,9/8/1983,4/8/1992,,,TRUE
NL Industries/Taracorp/Golden Auto,MND097891634,503817,Minnesota,St. Louis Park,Hennepin,Deleted NPL Site,-93.363611,44.936111,12/30/1982,9/8/1983,9/27/1995,4/3/1998,5/21/1998,TRUE
New Brighton/Arden Hills/TCAAP (USARMY),MN7213820908,504010,Minnesota,New Brighton,Ramsey,NPL Site,-93.1975,45.079169,12/30/1982,9/8/1983,,,,TRUE
Oakdale Dump,MND980609515,503840,Minnesota,Oakdale,Washington,NPL Site,-92.966669,45,12/30/1982,9/8/1983,9/7/1995,,,TRUE
Reilly Tar & Chemical Corp. (St. Louis Park Plant),MND980609804,503858,Minnesota,St. Louis Park,Hennepin,NPL Site,-93.372219,44.941669,12/30/1982,9/8/1983,6/30/1997,,,TRUE
South Andover Site,MND980609614,503845,Minnesota,Andover,Anoka,NPL Site,-93.318,45.2179,12/30/1982,9/8/1983,11/1/1994,,,TRUE
Waste Disposal Engineering,MND980609119,503834,Minnesota,Andover,Anoka,Deleted NPL Site,-93.3122,45.228,12/30/1982,9/8/1983,9/27/1995,3/26/1996,6/5/1996,TRUE
Arrowhead Refinery Co.,MND980823975,503894,Minnesota,Hermantown,St. Louis,Deleted NPL Site,-92.2398,46.8377,9/8/1983,9/21/1984,12/19/1996,5/14/2021,9/14/2021,TRUE
General Mills/Henkel Corp.,MND051441731,503775,Minnesota,Minneapolis,Hennepin,NPL Site,-93.222781,44.99,9/8/1983,9/21/1984,6/5/1992,,,TRUE
Joslyn Manufacturing & Supply Co.,MND044799856,503767,Minnesota,Brooklyn Center,Hennepin,NPL Site,-93.333339,45.045,9/8/1983,9/21/1984,12/21/1995,,,TRUE
MacGillis & Gibbs/Bell Lumber & Pole Co.,MND006192694,503722,Minnesota,New Brighton,Ramsey,NPL Site,-93.194731,45.055,9/8/1983,9/21/1984,9/25/2002,,,TRUE
Morris Arsenic Dump,MND980792287,503891,Minnesota,Morris,Stevens,Deleted NPL Site,-95.8845,45.6066,9/8/1983,9/21/1984,8/7/1985,12/31/1985,3/7/1986,TRUE
"Boise Cascade/Onan Corp./Medtronics, Inc.",MND053417515,503776,Minnesota,Fridley,Anoka,Deleted NPL Site,-93.233331,45.095831,9/8/1983,9/21/1984,9/30/1992,10/26/1994,2/15/1995,TRUE
Nutting Truck & Caster Co.,MND006154017,503705,Minnesota,Faribault,Rice,Deleted NPL Site,-93.286389,44.289169,9/8/1983,9/21/1984,9/24/1992,9/25/2017,11/24/2017,TRUE
Perham Arsenic Site,MND980609572,503842,Minnesota,Perham,Otter Tail,NPL Site,-95.571661,46.587781,9/8/1983,9/21/1984,9/29/1998,,,TRUE
St. Regis Paper Co.,MND057597940,503781,Minnesota,Cass Lake,Cass,NPL Site,-94.60555,47.375561,9/8/1983,9/21/1984,,,,TRUE
Union Scrap Iron & Metal Co.,MND022949192,503754,Minnesota,Minneapolis,Hennepin,Deleted NPL Site,-93.280561,44.995561,9/8/1983,9/21/1984,9/18/1990,9/25/1990,9/10/1991,TRUE
Washington County Landfill,MND980704738,503888,Minnesota,Lake Elmo,Washington,Deleted NPL Site,-92.918139,45.008639,9/8/1983,9/21/1984,9/30/1992,4/1/1996,5/16/1996,TRUE
